timestamps,TP9,AF7,AF8,TP10,Right AUX
1688994411.315,18.066,29.785,1.953,-6.348,-19.043
1688994411.319,20.020,36.133,1.953,1.465,-49.805
1688994411.323,28.320,39.551,-2.441,2.930,-21.973
1688994411.326,31.738,37.598,-1.953,6.836,-6.348
1688994411.330,31.738,33.691,4.395,6.836,57.129
1688994411.334,30.762,36.621,8.789,16.113,30.273
1688994411.338,34.180,36.133,16.602,26.367,10.742
1688994411.342,39.551,34.180,23.926,18.555,53.711
1688994411.346,38.574,38.574,25.391,12.207,8.301
1688994411.350,37.598,51.270,25.879,2.930,7.324
1688994411.354,43.945,59.570,25.879,15.625,53.711
1688994411.358,39.551,56.152,26.855,21.484,5.371
1688994411.362,38.574,56.641,23.438,4.395,16.602
1688994411.366,51.758,49.805,20.996,9.766,75.684
1688994411.369,51.270,42.969,18.066,11.230,15.625
1688994411.373,34.180,43.945,12.695,10.742,-20.020
1688994411.377,25.879,42.969,15.625,15.625,44.434
1688994411.381,24.414,39.062,14.648,10.254,25.879
1688994411.385,13.672,27.344,15.625,9.277,-0.977
1688994411.389,16.113,21.973,20.020,4.395,-1.465
1688994411.393,14.648,30.762,21.973,1.465,-2.441
1688994411.397,8.789,36.133,21.973,6.836,-1.953
1688994411.401,8.301,41.016,20.020,-0.488,22.949
1688994411.405,12.207,46.387,19.531,-0.977,89.844
1688994411.409,13.184,43.945,17.578,-2.441,81.055
1688994411.412,6.836,37.109,17.090,3.906,22.461
1688994411.416,16.602,30.762,18.066,17.578,-23.438
1688994411.420,23.438,21.484,17.578,12.207,11.230
1688994411.424,27.344,14.160,20.020,6.836,59.082
1688994411.428,33.203,21.484,23.438,2.441,81.543
1688994411.432,32.715,20.996,21.484,7.812,49.316
1688994411.436,31.738,18.555,22.949,19.531,46.387
1688994411.440,38.086,22.949,23.926,28.320,61.523
1688994411.444,47.852,28.320,22.461,29.785,12.207
1688994411.448,40.039,29.297,24.414,16.113,14.648
1688994411.451,37.109,32.715,28.809,15.625,42.480
1688994411.455,48.828,35.156,33.691,32.227,7.812
1688994411.459,43.945,29.785,28.809,40.039,-38.574
1688994411.463,38.086,24.902,23.926,24.902,5.859
1688994411.467,28.809,21.973,27.832,24.414,43.945
1688994411.471,24.902,17.578,32.715,37.598,57.129
1688994411.475,40.039,16.113,36.133,44.434,97.168
1688994411.479,49.805,16.602,37.598,49.805,84.473
1688994411.483,46.875,16.113,38.574,42.480,35.645
1688994411.487,43.457,17.578,38.574,38.086,57.617
1688994411.491,35.645,11.719,40.039,41.504,94.238
1688994411.494,42.969,10.742,46.387,40.527,49.316
1688994411.498,42.480,9.277,48.828,50.293,71.777
1688994411.502,36.133,7.812,45.410,55.176,12.207
1688994411.506,42.969,13.184,51.758,31.250,7.324
1688994411.510,42.969,15.137,58.105,18.066,87.402
1688994411.514,37.109,18.066,57.617,30.762,36.133
1688994411.518,27.832,17.090,54.199,37.598,23.438
1688994411.522,29.297,12.207,47.852,31.738,34.180
1688994411.526,33.691,7.812,45.898,8.301,39.062
1688994411.530,35.156,6.348,46.875,-0.488,18.066
1688994411.533,38.574,7.324,43.457,19.043,-30.762
1688994411.537,32.227,5.859,36.621,32.227,3.418
1688994411.541,27.832,9.277,36.133,24.902,53.223
1688994411.545,22.949,14.160,40.527,10.742,47.852
1688994411.549,26.855,13.184,38.574,6.836,57.129
1688994411.553,32.715,9.277,42.969,15.625,64.453
1688994411.557,31.250,10.254,50.293,26.855,8.789
1688994411.561,18.555,9.766,53.223,31.738,1.953
1688994411.565,17.090,8.789,52.734,23.438,59.570
1688994411.569,27.832,8.301,52.246,11.230,78.613
1688994411.573,24.414,9.766,51.758,19.531,2.441
1688994411.576,24.902,15.625,46.875,24.902,19.531
1688994411.580,22.461,11.230,43.945,22.949,58.594
1688994411.584,22.949,6.348,42.480,19.531,5.371
1688994411.588,28.320,16.602,45.898,15.137,-10.742
1688994411.592,30.762,18.555,47.852,17.578,5.859
1688994411.596,15.625,-0.977,41.504,24.414,42.969
1688994411.600,7.324,1.465,35.645,19.043,2.930
1688994411.604,16.113,21.484,40.527,12.207,24.414
1688994411.608,31.250,20.996,49.316,13.184,108.398
1688994411.612,28.809,31.738,49.805,26.367,87.402
1688994411.616,12.695,43.945,48.828,34.180,67.383
1688994411.619,16.113,42.969,43.945,17.090,62.500
1688994411.623,28.809,38.086,41.504,15.137,73.242
1688994411.627,28.809,30.273,45.410,20.020,28.320
1688994411.631,7.812,41.016,35.156,23.438,12.207
1688994411.635,15.137,51.270,27.832,21.973,20.996
1688994411.639,37.109,30.762,33.203,42.969,-13.672
1688994411.643,48.828,19.043,38.574,40.527,-15.625
1688994411.647,104.004,73.242,80.078,81.055,-10.254
1688994411.651,137.207,66.406,99.121,150.391,4.395
1688994411.655,78.125,30.762,51.758,97.168,61.523
1688994411.658,17.090,28.320,21.484,35.156,81.055
1688994411.662,20.020,14.160,39.062,31.738,35.156
1688994411.666,17.578,124.023,47.852,20.020,2.930
1688994411.670,25.391,232.422,19.043,15.625,36.621
1688994411.674,155.762,167.480,76.172,148.438,36.621
1688994411.678,211.426,94.238,123.535,229.004,18.066
1688994411.682,114.746,45.898,59.570,134.277,36.133
1688994411.686,96.191,185.547,1.953,92.285,34.668
1688994411.690,120.605,366.211,23.438,136.719,28.809
1688994411.694,-8.301,340.332,17.090,29.297,34.180
1688994411.698,-104.980,349.609,2.441,-74.707,51.758
1688994411.701,-59.570,304.688,26.855,-25.391,118.164
1688994411.705,-17.090,215.332,55.176,33.691,65.430
1688994411.709,-11.719,183.105,87.891,40.527,-18.066
1688994411.713,25.391,223.633,126.953,95.703,15.625
1688994411.717,139.160,398.438,213.867,217.773,20.996
1688994411.721,112.793,459.473,197.754,182.129,3.418
1688994411.725,14.160,344.238,151.855,109.375,-34.668
