timestamps,TP9,AF7,AF8,TP10,Right AUX
1678714319.894,66.895,16.113,46.875,35.645,26.367
1678714319.898,85.449,12.207,43.945,72.754,46.387
1678714319.902,77.637,11.719,42.480,74.219,52.246
1678714319.906,69.336,15.625,46.875,29.785,-0.488
1678714319.910,59.570,18.555,49.316,-5.859,42.480
1678714319.914,44.434,14.160,41.504,16.602,30.273
1678714319.918,73.242,9.766,35.156,61.523,-0.488
1678714319.921,74.219,11.719,36.133,51.270,12.207
1678714319.925,37.109,17.578,41.016,18.066,8.789
1678714319.929,24.902,18.066,43.457,2.930,45.898
1678714319.933,34.180,15.137,40.527,17.578,39.062
1678714319.937,62.012,12.695,37.109,48.340,29.785
1678714319.941,67.871,13.672,38.574,48.828,-57.617
1678714319.945,31.250,18.066,42.969,19.043,-63.965
1678714319.949,0.977,16.602,47.363,-16.113,74.219
1678714319.953,24.902,16.602,43.945,-16.602,81.543
1678714319.957,55.664,14.160,38.086,29.297,68.359
1678714319.961,46.875,10.254,35.645,33.691,26.367
1678714319.964,26.367,12.207,35.645,-6.348,2.441
1678714319.968,23.926,16.602,41.992,-21.973,44.922
1678714319.972,7.324,14.648,40.039,-18.066,32.227
1678714319.976,12.695,10.742,31.250,4.395,26.367
1678714319.980,37.598,12.695,29.785,25.391,57.617
1678714319.984,33.691,19.043,36.621,9.277,52.734
1678714319.988,-4.883,22.949,41.504,-30.273,12.207
1678714319.992,-13.184,20.996,39.062,-24.414,2.441
1678714319.996,16.113,17.090,29.785,17.578,65.430
1678714320.000,25.879,16.113,30.273,44.922,83.984
1678714320.003,14.160,21.973,43.457,19.531,39.551
1678714320.007,1.953,23.926,46.387,-31.738,77.148
1678714320.011,1.465,16.602,43.457,-37.109,126.953
1678714320.015,11.719,9.766,43.457,-5.859,109.863
1678714320.019,21.484,9.766,45.898,27.344,69.336
1678714320.023,13.184,10.742,49.805,14.160,44.434
1678714320.027,-2.930,17.090,51.758,-37.109,12.695
1678714320.031,-10.254,20.996,50.293,-37.109,47.363
1678714320.035,10.254,16.113,44.434,0.000,63.477
1678714320.039,27.344,14.648,36.133,21.973,-7.324
1678714320.043,31.738,15.137,40.527,25.391,-46.875
1678714320.046,24.902,18.555,59.082,4.883,-59.570
1678714320.050,-5.859,23.926,57.617,-35.156,27.344
1678714320.054,-7.324,17.578,41.016,-9.766,81.055
1678714320.058,42.480,14.160,35.156,48.828,41.016
1678714320.062,43.945,18.066,36.133,41.016,31.250
1678714320.066,15.625,21.484,41.016,-1.465,47.852
1678714320.070,22.461,20.508,46.387,-23.438,92.285
1678714320.074,33.203,16.113,42.969,3.418,43.945
1678714320.078,45.898,16.113,39.551,41.504,21.484
1678714320.082,34.668,20.996,44.434,48.340,58.105
1678714320.086,20.996,26.855,48.828,13.672,46.875
1678714320.089,7.324,26.855,49.316,-22.949,76.172
1678714320.093,11.230,21.973,45.410,-10.742,105.957
1678714320.097,33.203,18.066,35.645,33.691,52.734
1678714320.101,48.340,19.043,32.227,38.086,27.344
1678714320.105,36.133,25.391,43.457,4.395,5.859
1678714320.109,14.648,29.297,49.805,-11.230,14.160
1678714320.113,26.855,27.832,45.898,4.395,81.055
1678714320.117,48.828,23.926,40.527,34.668,61.523
1678714320.121,58.105,21.973,42.480,44.434,0.488
1678714320.125,22.949,25.879,47.363,17.090,16.113
1678714320.128,3.906,31.738,49.805,-19.531,1.465
1678714320.132,18.066,29.297,46.875,-20.996,-4.883
1678714320.136,25.879,26.367,42.480,22.949,16.602
1678714320.140,45.898,27.832,40.039,47.852,0.488
1678714320.144,30.273,28.320,38.086,17.578,13.672
1678714320.148,0.000,34.180,41.504,-20.996,88.379
1678714320.152,8.301,36.133,37.598,-16.602,90.820
1678714320.156,37.109,27.832,34.180,17.090,49.805
1678714320.160,59.570,22.461,33.691,39.551,52.734
1678714320.164,34.668,27.344,34.180,18.066,20.020
1678714320.168,13.672,32.715,37.598,-26.367,27.344
1678714320.171,5.371,30.762,35.645,-26.367,31.738
1678714320.175,10.742,24.414,29.297,12.207,-10.254
1678714320.179,40.039,24.414,23.926,45.410,-22.461
1678714320.183,31.738,28.809,26.855,22.461,16.602
1678714320.187,17.578,30.762,30.273,-21.484,32.227
1678714320.191,10.742,30.762,27.832,-36.133,8.789
1678714320.195,20.996,27.344,25.391,0.977,8.301
1678714320.199,29.297,24.902,22.461,28.320,11.719
1678714320.203,2.930,25.391,25.391,3.418,44.434
1678714320.207,-14.648,30.762,29.297,-24.902,46.387
1678714320.211,-1.465,31.250,31.738,-34.668,58.105
1678714320.214,20.508,25.391,26.855,-15.625,27.832
